,x,y,coords,geometry,net,name,vn_kv,type,zone,in_service,min_vm_pu,max_vm_pu,consumer_bus,plz
2,11.471190663594186,48.27180821052219,,POINT (11.471190663594186 48.27180821052219),110,Connection Nodebus 16108,0.4,n,,True,0.95,1.05,False,85221
3,11.470624106236407,48.27187887858871,,POINT (11.470624106236407 48.27187887858871),110,Connection Nodebus 16115,0.4,n,,True,0.95,1.05,False,85221
4,11.470599900000002,48.271986396422136,,POINT (11.470599900000002 48.271986396422136),110,Connection Nodebus 16116,0.4,n,,True,0.95,1.05,False,85221
5,11.471201646836626,48.27168722135126,,POINT (11.471201646836626 48.27168722135126),110,Connection Nodebus 16106,0.4,n,,True,0.95,1.05,False,85221
6,11.470810053647334,48.27160851131616,,POINT (11.470810053647334 48.27160851131616),110,Connection Nodebus 18126,0.4,n,,True,0.95,1.05,False,85221
7,11.470732115347078,48.27251921667976,,POINT (11.470732115347078 48.27251921667976),110,Connection Nodebus 16110,0.4,n,,True,0.95,1.05,False,85221
8,11.471218149912259,48.27155924313454,,POINT (11.471218149912259 48.27155924313454),110,Consumer Nodebus 16105,0.4,n,MFH,True,0.95,1.05,True,85221
9,11.471168099847633,48.27193104333664,,POINT (11.471168099847633 48.27193104333664),110,Consumer Nodebus 16107,0.4,n,MFH,True,0.95,1.05,True,85221
10,11.47053405023388,48.27250139263536,,POINT (11.47053405023388 48.27250139263536),110,Consumer Nodebus 16109,0.4,n,MFH,True,0.95,1.05,True,85221
11,11.47047980201764,48.271850923191685,,POINT (11.47047980201764 48.271850923191685),110,Consumer Nodebus 16114,0.4,n,MFH,True,0.95,1.05,True,85221
12,11.470581422546804,48.27158100329715,,POINT (11.470581422546804 48.27158100329715),110,Consumer Nodebus 18125,0.4,n,MFH,True,0.95,1.05,True,85221
13,11.470422954463414,48.27209722075182,,POINT (11.470422954463414 48.27209722075182),110,Consumer Nodebus 18805,0.4,n,MFH,True,0.95,1.05,True,85221
0,11.463428200000005,48.27158529642201,,POINT (11.463428200000005 48.27158529642201),111,LVbus 1,0.4,n,,True,0.95,1.05,False,85221
1,11.463428200000005,48.27173529642201,,POINT (11.463428200000005 48.27173529642201),111,MVbus 1,20.0,n,,True,0.95,1.05,False,85221
2,11.463428200000005,48.27158529642201,,POINT (11.463428200000005 48.27158529642201),111,Connection Nodebus 16043,0.4,n,,True,0.95,1.05,False,85221
3,11.463436199999997,48.27151209642201,,POINT (11.463436199999997 48.27151209642201),111,Connection Nodebus 3675,0.4,n,,True,0.95,1.05,False,85221
4,11.463922927981194,48.27090588103145,,POINT (11.463922927981194 48.27090588103145),111,Connection Nodebus 8519,0.4,n,,True,0.95,1.05,False,85221
5,11.464000699999994,48.270841296421814,,POINT (11.464000699999994 48.270841296421814),111,Connection Nodebus 6731,0.4,n,,True,0.95,1.05,False,85221
6,11.464090612272631,48.27153483343554,,POINT (11.464090612272631 48.27153483343554),111,Consumer Nodebus 3674,0.4,n,SFH,True,0.95,1.05,True,85221
7,11.465005500113424,48.271176292901444,,POINT (11.465005500113424 48.271176292901444),111,Consumer Nodebus 6730,0.4,n,SFH,True,0.95,1.05,True,85221
8,11.465267449992737,48.27162854285539,,POINT (11.465267449992737 48.27162854285539),111,Consumer Nodebus 8518,0.4,n,SFH,True,0.95,1.05,True,85221
9,11.464821932106004,48.271787057571785,,POINT (11.464821932106004 48.271787057571785),111,Consumer Nodebus 16042,0.4,n,MFH,True,0.95,1.05,True,85221
0,11.462113038597526,48.27190838852213,,POINT (11.462113038597526 48.27190838852213),112,LVbus 1,0.4,n,,True,0.95,1.05,False,85221
1,11.462113038597526,48.272058388522126,,POINT (11.462113038597526 48.272058388522126),112,MVbus 1,20.0,n,,True,0.95,1.05,False,85221
